"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","task","phase","word_root","is_plural","suffix_shown","condition","subject_id","correct_word","foil_word","correct_index","correct","points_total","species","image","correct_species","is_novel","rep","dup_button_index","nup_button_index","correct_suffix","chosen_suffix","chose_nup","gulu_button_index","norl_button_index","chosen_species","chose_norl"
"5956","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/timan_sing.png"" class=""stim-image"" alt=""timan_sing.png"">
            <p class=""word-display"">timan</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/timan_plur.png"" class=""stim-image"" alt=""timan_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","209","2.1.0","769534","suffix_selection","","timan","","","Exposure","guapzdtayb","","","0","false","","Norl","","","true","0","1","0","nup","dup","0","","","",""
"10137","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","210","2.1.0","779672","suffix_selection","","nuwik","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","0","1","nup","dup","0","","","",""
"1855","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/firot_plur.png"" class=""stim-image"" alt=""firot_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","211","2.1.0","781527","suffix_selection","","firot","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","1","0","nup","nup","1","","","",""
"4647","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/wukin_plur.png"" class=""stim-image"" alt=""wukin_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","212","2.1.0","786175","suffix_selection","","wukin","","","Exposure","guapzdtayb","","","1","true","","Norl","","","false","1","1","0","dup","dup","0","","","",""
"1926","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/takoles_plur.png"" class=""stim-image"" alt=""takoles_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","213","2.1.0","788102","suffix_selection","","takoles","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","0","1","nup","dup","0","","","",""
"3479","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/takoles_plur.png"" class=""stim-image"" alt=""takoles_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","214","2.1.0","791581","suffix_selection","","takoles","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"5446","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/dazuf_sing.png"" class=""stim-image"" alt=""dazuf_sing.png"">
            <p class=""word-display"">dazuf</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/dazuf_plur.png"" class=""stim-image"" alt=""dazuf_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","215","2.1.0","797029","suffix_selection","","dazuf","","","Exposure","guapzdtayb","","","0","true","","Norl","","","true","1","1","0","nup","nup","1","","","",""
"2572","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/firot_plur.png"" class=""stim-image"" alt=""firot_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","216","2.1.0","799602","suffix_selection","","firot","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"3030","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/mocil_sing.png"" class=""stim-image"" alt=""mocil_sing.png"">
            <p class=""word-display"">mocil</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/mocil_plur.png"" class=""stim-image"" alt=""mocil_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","217","2.1.0","802633","suffix_selection","","mocil","","","Exposure","guapzdtayb","","","1","false","","Gulu","","","true","1","1","0","dup","nup","1","","","",""
"2894","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/helun_sing.png"" class=""stim-image"" alt=""helun_sing.png"">
            <p class=""word-display"">helun</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/helun_plur.png"" class=""stim-image"" alt=""helun_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","218","2.1.0","805528","suffix_selection","","helun","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","true","1","0","1","dup","dup","0","","","",""
"3602","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/tugan_plur.png"" class=""stim-image"" alt=""tugan_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","219","2.1.0","809131","suffix_selection","","tugan","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","0","1","nup","dup","0","","","",""
"2125","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/falon_plur.png"" class=""stim-image"" alt=""falon_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","220","2.1.0","811257","suffix_selection","","falon","","","Exposure","guapzdtayb","","","1","false","","Gulu","","","false","0","1","0","dup","nup","1","","","",""
"8406","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/maqub_plur.png"" class=""stim-image"" alt=""maqub_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","221","2.1.0","819665","suffix_selection","","maqub","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","1","0","1","dup","dup","0","","","",""
"2153","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","222","2.1.0","821819","suffix_selection","","nuwik","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","1","0","nup","nup","1","","","",""
"3769","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/gequzis_plur.png"" class=""stim-image"" alt=""gequzis_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","223","2.1.0","825590","suffix_selection","","gequzis","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","0","1","nup","dup","0","","","",""
"3369","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","224","2.1.0","828959","suffix_selection","","nesel","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","0","1","nup","dup","0","","","",""
"3679","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/dazuf_sing.png"" class=""stim-image"" alt=""dazuf_sing.png"">
            <p class=""word-display"">dazuf</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/dazuf_plur.png"" class=""stim-image"" alt=""dazuf_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","225","2.1.0","832639","suffix_selection","","dazuf","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","true","0","1","0","dup","dup","0","","","",""
"15185","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/hiwen_plur.png"" class=""stim-image"" alt=""hiwen_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","226","2.1.0","847825","suffix_selection","","hiwen","","","Exposure","guapzdtayb","","","1","true","","Norl","","","false","1","1","0","dup","dup","0","","","",""
"3252","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/wumos_plur.png"" class=""stim-image"" alt=""wumos_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","227","2.1.0","851078","suffix_selection","","wumos","","","Exposure","guapzdtayb","","","1","true","","Norl","","","false","1","1","0","dup","dup","0","","","",""
"13343","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/gequzis_plur.png"" class=""stim-image"" alt=""gequzis_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","228","2.1.0","864423","suffix_selection","","gequzis","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","1","0","nup","nup","1","","","",""
"3552","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/laniz_plur.png"" class=""stim-image"" alt=""laniz_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","229","2.1.0","867975","suffix_selection","","laniz","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","0","1","0","dup","dup","0","","","",""
"3220","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/jemulok_plur.png"" class=""stim-image"" alt=""jemulok_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","230","2.1.0","871196","suffix_selection","","jemulok","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","1","0","dup","nup","1","","","",""
"2134","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/takoles_plur.png"" class=""stim-image"" alt=""takoles_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","231","2.1.0","873331","suffix_selection","","takoles","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","0","1","nup","dup","0","","","",""
"5795","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/tugan_plur.png"" class=""stim-image"" alt=""tugan_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","232","2.1.0","879126","suffix_selection","","tugan","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","0","1","nup","dup","0","","","",""
"3126","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/dazuf_sing.png"" class=""stim-image"" alt=""dazuf_sing.png"">
            <p class=""word-display"">dazuf</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/dazuf_plur.png"" class=""stim-image"" alt=""dazuf_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","233","2.1.0","882253","suffix_selection","","dazuf","","","Exposure","guapzdtayb","","","0","false","","Norl","","","true","0","1","0","nup","dup","0","","","",""
"3800","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","234","2.1.0","886055","suffix_selection","","nuwik","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","0","1","0","dup","dup","0","","","",""
"3946","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/mocil_sing.png"" class=""stim-image"" alt=""mocil_sing.png"">
            <p class=""word-display"">mocil</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/mocil_plur.png"" class=""stim-image"" alt=""mocil_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","235","2.1.0","890002","suffix_selection","","mocil","","","Exposure","guapzdtayb","","","1","false","","Norl","","","true","1","0","1","nup","dup","0","","","",""
"3656","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/timan_sing.png"" class=""stim-image"" alt=""timan_sing.png"">
            <p class=""word-display"">timan</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/timan_plur.png"" class=""stim-image"" alt=""timan_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","236","2.1.0","893659","suffix_selection","","timan","","","Exposure","guapzdtayb","","","1","false","","Norl","","","true","1","0","1","nup","dup","0","","","",""
"5879","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/gitab_sing.png"" class=""stim-image"" alt=""gitab_sing.png"">
            <p class=""word-display"">gitab</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/gitab_plur.png"" class=""stim-image"" alt=""gitab_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","237","2.1.0","899539","suffix_selection","","gitab","","","Exposure","guapzdtayb","","","0","true","","Norl","","","true","0","1","0","nup","nup","1","","","",""
"4391","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/timan_sing.png"" class=""stim-image"" alt=""timan_sing.png"">
            <p class=""word-display"">timan</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/timan_plur.png"" class=""stim-image"" alt=""timan_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","238","2.1.0","903930","suffix_selection","","timan","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","true","0","1","0","dup","dup","0","","","",""
"2923","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/maqub_plur.png"" class=""stim-image"" alt=""maqub_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","239","2.1.0","906854","suffix_selection","","maqub","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","0","0","1","nup","dup","0","","","",""
"4009","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/tugan_plur.png"" class=""stim-image"" alt=""tugan_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","240","2.1.0","910864","suffix_selection","","tugan","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"1836","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/hiwen_plur.png"" class=""stim-image"" alt=""hiwen_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","241","2.1.0","912701","suffix_selection","","hiwen","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","0","1","dup","dup","0","","","",""
"3702","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/laniz_plur.png"" class=""stim-image"" alt=""laniz_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","242","2.1.0","916404","suffix_selection","","laniz","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","1","1","0","dup","dup","0","","","",""
"3137","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/gitab_sing.png"" class=""stim-image"" alt=""gitab_sing.png"">
            <p class=""word-display"">gitab</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/gitab_plur.png"" class=""stim-image"" alt=""gitab_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","243","2.1.0","919542","suffix_selection","","gitab","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","true","0","1","0","dup","dup","0","","","",""
"7314","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wukin_plur.png"" class=""stim-image"" alt=""wukin_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","244","2.1.0","926857","suffix_selection","","wukin","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","false","0","0","1","dup","dup","0","","","",""
"3044","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","245","2.1.0","929902","suffix_selection","","nesel","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","0","1","0","dup","dup","0","","","",""
"1481","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/falon_plur.png"" class=""stim-image"" alt=""falon_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","246","2.1.0","931384","suffix_selection","","falon","","","Exposure","guapzdtayb","","","1","false","","Norl","","","false","1","0","1","nup","dup","0","","","",""
"2340","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/laniz_plur.png"" class=""stim-image"" alt=""laniz_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","247","2.1.0","933725","suffix_selection","","laniz","","","Exposure","guapzdtayb","","","0","false","","Norl","","","false","1","1","0","nup","dup","0","","","",""
"2228","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/dazuf_sing.png"" class=""stim-image"" alt=""dazuf_sing.png"">
            <p class=""word-display"">dazuf</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/dazuf_plur.png"" class=""stim-image"" alt=""dazuf_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","248","2.1.0","935953","suffix_selection","","dazuf","","","Exposure","guapzdtayb","","","1","false","","Gulu","","","true","1","1","0","dup","nup","1","","","",""
"6743","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/gequzis_plur.png"" class=""stim-image"" alt=""gequzis_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","249","2.1.0","942697","suffix_selection","","gequzis","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","0","1","0","dup","dup","0","","","",""
"3022","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/gitab_sing.png"" class=""stim-image"" alt=""gitab_sing.png"">
            <p class=""word-display"">gitab</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/gitab_plur.png"" class=""stim-image"" alt=""gitab_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","0","html-button-response","250","2.1.0","945720","suffix_selection","","gitab","","","Exposure","guapzdtayb","","","0","true","","Gulu","","","true","1","0","1","dup","dup","0","","","",""
"1673","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/maqub_plur.png"" class=""stim-image"" alt=""maqub_plur.png"">
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","251","2.1.0","947394","suffix_selection","","maqub","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","false","0","1","0","dup","dup","0","","","",""
"3283","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/helun_sing.png"" class=""stim-image"" alt=""helun_sing.png"">
            <p class=""word-display"">helun</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/helun_plur.png"" class=""stim-image"" alt=""helun_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","1","html-button-response","252","2.1.0","950678","suffix_selection","","helun","","","Exposure","guapzdtayb","","","0","false","","Norl","","","true","0","1","0","nup","dup","0","","","",""
"2244","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/wukin_plur.png"" class=""stim-image"" alt=""wukin_plur.png"">
        <p class=""instr-text"">Which word would this Norl use?</p>
      </div>","0","html-button-response","253","2.1.0","952923","suffix_selection","","wukin","","","Exposure","guapzdtayb","","","0","true","","Norl","","","false","0","0","1","dup","dup","0","","","",""
"4452","
      <div class=""trial-box"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""novel-word-pair"">
          <div class=""novel-word-item"">
            <img src=""images/helun_sing.png"" class=""stim-image"" alt=""helun_sing.png"">
            <p class=""word-display"">helun</p>
          </div>
          <div class=""novel-word-item"">
            <img src=""images/helun_plur.png"" class=""stim-image"" alt=""helun_plur.png"">
            <p class=""word-display novel-unknown"">?</p>
          </div>
        </div>
        <p class=""instr-text"">Which word would this Gulu use?</p>
      </div>","1","html-button-response","254","2.1.0","957376","suffix_selection","","helun","","","Exposure","guapzdtayb","","","1","true","","Gulu","","","true","0","1","0","dup","dup","0","","","",""
